"Plot Title: DO_Logger_14"
"#","Date Time, GMT+13:00","DO conc, mg/L (LGR S/N: 21868851, SEN S/N: 21868851, LBL: mg/l)","Temp, °C (LGR S/N: 21868851, SEN S/N: 21868851, LBL: deg c)","Coupler Attached (LGR S/N: 21868851)","Host Connected (LGR S/N: 21868851)","Stopped (LGR S/N: 21868851)","End Of File (LGR S/N: 21868851)"
146,10/31/24 01:25:00 AM,10.01,16.82,,,,
147,10/31/24 01:40:00 AM,9.65,16.76,,,,
148,10/31/24 01:55:00 AM,9.25,16.70,,,,
149,10/31/24 02:10:00 AM,9.45,16.64,,,,
150,10/31/24 02:25:00 AM,9.21,16.56,,,,
151,10/31/24 02:40:00 AM,9.62,16.44,,,,
152,10/31/24 02:55:00 AM,9.70,16.48,,,,
153,10/31/24 03:10:00 AM,9.44,16.50,,,,
154,10/31/24 03:25:00 AM,9.11,16.58,,,,
155,10/31/24 03:40:00 AM,8.78,16.62,,,,
156,10/31/24 03:55:00 AM,8.92,16.62,,,,
157,10/31/24 04:10:00 AM,8.70,16.60,,,,
158,10/31/24 04:25:00 AM,8.71,16.50,,,,
159,10/31/24 04:40:00 AM,9.04,16.44,,,,
160,10/31/24 04:55:00 AM,9.17,16.36,,,,
161,10/31/24 05:10:00 AM,9.18,16.40,,,,
162,10/31/24 05:25:00 AM,9.26,16.46,,,,
163,10/31/24 05:40:00 AM,9.20,16.52,,,,
164,10/31/24 05:55:00 AM,9.34,16.56,,,,
165,10/31/24 06:10:00 AM,9.23,16.56,,,,
166,10/31/24 06:25:00 AM,9.63,16.56,,,,
167,10/31/24 06:40:00 AM,8.93,16.54,,,,
168,10/31/24 06:55:00 AM,8.45,16.48,,,,
169,10/31/24 07:10:00 AM,8.78,16.44,,,,
170,10/31/24 07:25:00 AM,9.24,16.46,,,,
171,10/31/24 07:40:00 AM,9.24,16.48,,,,
172,10/31/24 07:55:00 AM,8.84,16.54,,,,
173,10/31/24 08:10:00 AM,8.68,16.56,,,,
174,10/31/24 08:25:00 AM,8.86,16.58,,,,
175,10/31/24 08:40:00 AM,9.24,16.60,,,,
176,10/31/24 08:55:00 AM,9.04,16.60,,,,
177,10/31/24 09:10:00 AM,8.76,16.60,,,,
178,10/31/24 09:25:00 AM,8.67,16.58,,,,
179,10/31/24 09:40:00 AM,8.54,16.56,,,,
180,10/31/24 09:55:00 AM,7.95,16.56,,,,
181,10/31/24 10:10:00 AM,7.99,16.56,,,,
182,10/31/24 10:25:00 AM,8.18,16.54,,,,
183,10/31/24 10:40:00 AM,8.18,16.54,,,,
184,10/31/24 10:55:00 AM,8.35,16.54,,,,
185,10/31/24 11:10:00 AM,8.11,16.52,,,,
186,10/31/24 11:25:00 AM,8.96,16.56,,,,
187,10/31/24 11:40:00 AM,9.29,16.56,,,,
188,10/31/24 11:55:00 AM,9.93,16.58,,,,
189,10/31/24 12:10:00 PM,9.70,16.62,,,,
190,10/31/24 12:25:00 PM,9.91,16.62,,,,
191,10/31/24 12:40:00 PM,9.87,16.62,,,,
192,10/31/24 12:55:00 PM,10.62,16.70,,,,
193,10/31/24 01:10:00 PM,11.07,16.70,,,,
194,10/31/24 01:25:00 PM,11.85,16.84,,,,
195,10/31/24 01:40:00 PM,12.00,16.84,,,,
196,10/31/24 01:55:00 PM,11.91,16.86,,,,
197,10/31/24 02:10:00 PM,11.73,16.82,,,,
198,10/31/24 02:25:00 PM,11.62,16.80,,,,
199,10/31/24 02:40:00 PM,12.06,16.82,,,,
200,10/31/24 02:55:00 PM,12.11,16.90,,,,
201,10/31/24 03:10:00 PM,12.20,17.00,,,,
202,10/31/24 03:25:00 PM,12.08,17.00,,,,
203,10/31/24 03:40:00 PM,12.31,17.04,,,,
204,10/31/24 03:55:00 PM,11.97,17.00,,,,
205,10/31/24 04:10:00 PM,11.93,17.00,,,,
206,10/31/24 04:25:00 PM,11.96,17.02,,,,
207,10/31/24 04:40:00 PM,11.84,16.98,,,,
208,10/31/24 04:55:00 PM,11.54,16.96,,,,
209,10/31/24 05:10:00 PM,11.83,16.96,,,,
210,10/31/24 05:25:00 PM,12.23,17.00,,,,
211,10/31/24 05:40:00 PM,11.83,16.96,,,,
212,10/31/24 05:55:00 PM,12.43,17.06,,,,
213,10/31/24 06:10:00 PM,12.22,17.04,,,,
214,10/31/24 06:25:00 PM,12.01,17.04,,,,
215,10/31/24 06:40:00 PM,11.88,17.02,,,,
216,10/31/24 06:55:00 PM,11.92,17.00,,,,
217,10/31/24 07:10:00 PM,12.03,17.00,,,,
218,10/31/24 07:25:00 PM,12.20,17.00,,,,
219,10/31/24 07:40:00 PM,11.84,16.94,,,,
220,10/31/24 07:55:00 PM,12.10,16.94,,,,
221,10/31/24 08:10:00 PM,12.03,16.90,,,,
222,10/31/24 08:25:00 PM,11.88,16.86,,,,
223,10/31/24 08:40:00 PM,11.70,16.84,,,,
224,10/31/24 08:55:00 PM,11.64,16.84,,,,
225,10/31/24 09:10:00 PM,11.58,16.82,,,,
226,10/31/24 09:25:00 PM,11.50,16.80,,,,
227,10/31/24 09:40:00 PM,11.23,16.74,,,,
228,10/31/24 09:55:00 PM,11.20,16.68,,,,
229,10/31/24 10:10:00 PM,10.81,16.56,,,,
230,10/31/24 10:25:00 PM,11.07,16.58,,,,
231,10/31/24 10:40:00 PM,10.91,16.48,,,,
232,10/31/24 10:55:00 PM,10.66,16.22,,,,
233,10/31/24 11:10:00 PM,10.54,16.32,,,,
234,10/31/24 11:25:00 PM,10.54,16.46,,,,
235,10/31/24 11:40:00 PM,10.37,16.50,,,,
236,10/31/24 11:55:00 PM,10.25,16.28,,,,
237,11/01/24 12:10:00 AM,10.15,16.30,,,,
238,11/01/24 12:25:00 AM,9.74,16.32,,,,
239,11/01/24 12:40:00 AM,9.70,16.28,,,,
240,11/01/24 12:55:00 AM,9.79,16.28,,,,
241,11/01/24 01:10:00 AM,9.88,16.34,,,,
242,11/01/24 01:25:00 AM,9.74,16.32,,,,
243,11/01/24 01:40:00 AM,9.67,16.12,,,,
244,11/01/24 01:55:00 AM,9.36,16.14,,,,
245,11/01/24 02:10:00 AM,9.44,16.06,,,,
246,11/01/24 02:25:00 AM,9.53,16.16,,,,
247,11/01/24 02:40:00 AM,9.48,16.14,,,,
248,11/01/24 02:55:00 AM,9.54,16.14,,,,
249,11/01/24 03:10:00 AM,9.35,16.20,,,,
250,11/01/24 03:25:00 AM,9.59,16.22,,,,
251,11/01/24 03:40:00 AM,9.56,16.22,,,,
252,11/01/24 03:55:00 AM,9.38,16.26,,,,
253,11/01/24 04:10:00 AM,9.34,16.18,,,,
254,11/01/24 04:25:00 AM,9.30,16.14,,,,
255,11/01/24 04:40:00 AM,9.03,16.12,,,,
256,11/01/24 04:55:00 AM,9.11,16.14,,,,
257,11/01/24 05:10:00 AM,9.29,16.18,,,,
258,11/01/24 05:25:00 AM,9.26,16.14,,,,
259,11/01/24 05:40:00 AM,9.56,16.06,,,,
260,11/01/24 05:55:00 AM,9.37,16.02,,,,
261,11/01/24 06:10:00 AM,9.29,15.98,,,,
262,11/01/24 06:25:00 AM,9.21,15.88,,,,
263,11/01/24 06:40:00 AM,9.04,15.86,,,,
264,11/01/24 06:55:00 AM,9.01,15.96,,,,
265,11/01/24 07:10:00 AM,8.99,16.06,,,,
266,11/01/24 07:25:00 AM,9.14,16.10,,,,
267,11/01/24 07:40:00 AM,8.91,16.08,,,,
268,11/01/24 07:55:00 AM,9.10,16.14,,,,
269,11/01/24 08:10:00 AM,9.60,16.18,,,,
270,11/01/24 08:25:00 AM,9.36,16.20,,,,
271,11/01/24 08:40:00 AM,9.25,16.24,,,,
272,11/01/24 08:55:00 AM,9.00,16.22,,,,
273,11/01/24 09:10:00 AM,8.81,16.24,,,,
274,11/01/24 09:25:00 AM,9.07,16.26,,,,
275,11/01/24 09:40:00 AM,8.80,16.28,,,,
276,11/01/24 09:55:00 AM,8.91,16.32,,,,
277,11/01/24 10:10:00 AM,9.26,16.34,,,,
278,11/01/24 10:25:00 AM,9.25,16.34,,,,
279,11/01/24 10:40:00 AM,9.18,16.36,,,,
280,11/01/24 10:55:00 AM,9.44,16.34,,,,
281,11/01/24 11:10:00 AM,9.78,16.32,,,,
282,11/01/24 11:25:00 AM,9.65,16.34,,,,
283,11/01/24 11:40:00 AM,10.32,16.40,,,,
284,11/01/24 11:55:00 AM,10.81,16.48,,,,
285,11/01/24 12:10:00 PM,11.06,16.56,,,,
286,11/01/24 12:25:00 PM,11.11,16.60,,,,
287,11/01/24 12:40:00 PM,11.06,16.60,,,,
288,11/01/24 12:55:00 PM,11.33,16.68,,,,
289,11/01/24 01:10:00 PM,11.54,16.72,,,,
290,11/01/24 01:25:00 PM,11.70,16.76,,,,
291,11/01/24 01:40:00 PM,11.58,16.78,,,,
292,11/01/24 01:55:00 PM,11.81,16.86,,,,
293,11/01/24 02:10:00 PM,11.73,16.86,,,,
294,11/01/24 02:25:00 PM,12.18,17.02,,,,
295,11/01/24 02:40:00 PM,11.91,17.00,,,,
296,11/01/24 02:55:00 PM,11.79,16.94,,,,
297,11/01/24 03:10:00 PM,11.85,16.94,,,,
298,11/01/24 03:25:00 PM,11.50,16.94,,,,
299,11/01/24 03:40:00 PM,11.76,16.96,,,,
300,11/01/24 03:55:00 PM,11.98,16.92,,,,
301,11/01/24 04:10:00 PM,11.98,17.06,,,,
302,11/01/24 04:25:00 PM,12.29,17.16,,,,
303,11/01/24 04:40:00 PM,12.21,17.22,,,,
304,11/01/24 04:55:00 PM,12.02,17.14,,,,
305,11/01/24 05:10:00 PM,11.72,17.10,,,,
306,11/01/24 05:25:00 PM,11.13,17.04,,,,
307,11/01/24 05:40:00 PM,11.59,16.98,,,,
308,11/01/24 05:55:00 PM,11.36,16.96,,,,
309,11/01/24 06:10:00 PM,11.03,16.80,,,,
310,11/01/24 06:25:00 PM,11.28,16.70,,,,
311,11/01/24 06:40:00 PM,10.89,16.64,,,,
312,11/01/24 06:55:00 PM,10.52,16.60,,,,
313,11/01/24 07:10:00 PM,10.17,16.56,,,,
314,11/01/24 07:25:00 PM,10.74,16.54,,,,
315,11/01/24 07:40:00 PM,11.22,16.56,,,,
316,11/01/24 07:55:00 PM,10.98,16.66,,,,
317,11/01/24 08:10:00 PM,11.86,17.12,,,,
318,11/01/24 08:25:00 PM,12.30,17.36,,,,
319,11/01/24 08:40:00 PM,12.10,17.44,,,,
320,11/01/24 08:55:00 PM,11.65,17.44,,,,
321,11/01/24 09:10:00 PM,11.50,17.42,,,,
322,11/01/24 09:25:00 PM,11.29,17.36,,,,
323,11/01/24 09:40:00 PM,11.04,17.32,,,,
324,11/01/24 09:55:00 PM,11.02,17.26,,,,
325,11/01/24 10:10:00 PM,11.22,17.16,,,,
326,11/01/24 10:25:00 PM,10.97,17.06,,,,
327,11/01/24 10:40:00 PM,10.86,16.96,,,,
328,11/01/24 10:55:00 PM,11.03,16.98,,,,
329,11/01/24 11:10:00 PM,11.11,17.02,,,,
330,11/01/24 11:25:00 PM,10.97,17.04,,,,
331,11/01/24 11:40:00 PM,11.11,17.02,,,,
332,11/01/24 11:55:00 PM,11.03,17.00,,,,
333,11/02/24 12:10:00 AM,10.95,16.98,,,,
334,11/02/24 12:25:00 AM,10.88,16.92,,,,
335,11/02/24 12:40:00 AM,10.79,16.88,,,,
336,11/02/24 12:55:00 AM,10.87,16.90,,,,
337,11/02/24 01:10:00 AM,10.97,16.92,,,,
338,11/02/24 01:25:00 AM,11.01,16.88,,,,
339,11/02/24 01:40:00 AM,10.97,16.90,,,,
340,11/02/24 01:55:00 AM,11.01,16.92,,,,
341,11/02/24 02:10:00 AM,11.22,16.94,,,,
342,11/02/24 02:25:00 AM,10.95,16.96,,,,
343,11/02/24 02:40:00 AM,11.13,17.00,,,,
344,11/02/24 02:55:00 AM,11.10,17.00,,,,
345,11/02/24 03:10:00 AM,10.62,16.92,,,,
346,11/02/24 03:25:00 AM,10.50,16.92,,,,
347,11/02/24 03:40:00 AM,10.78,16.92,,,,
348,11/02/24 03:55:00 AM,10.65,16.84,,,,
349,11/02/24 04:10:00 AM,10.44,16.88,,,,
350,11/02/24 04:25:00 AM,10.35,16.94,,,,
351,11/02/24 04:40:00 AM,10.75,16.92,,,,
352,11/02/24 04:55:00 AM,10.65,16.90,,,,
353,11/02/24 05:10:00 AM,10.31,16.86,,,,
354,11/02/24 05:25:00 AM,10.37,16.86,,,,
355,11/02/24 05:40:00 AM,10.18,16.82,,,,
356,11/02/24 05:55:00 AM,10.26,16.88,,,,
357,11/02/24 06:10:00 AM,10.40,16.84,,,,
358,11/02/24 06:25:00 AM,10.30,16.80,,,,
359,11/02/24 06:40:00 AM,10.35,16.86,,,,
360,11/02/24 06:55:00 AM,10.32,16.88,,,,
361,11/02/24 07:10:00 AM,10.28,16.82,,,,
362,11/02/24 07:25:00 AM,10.64,16.82,,,,
363,11/02/24 07:40:00 AM,10.32,16.86,,,,
364,11/02/24 07:55:00 AM,10.74,16.92,,,,
365,11/02/24 08:10:00 AM,10.68,16.96,,,,
366,11/02/24 08:25:00 AM,11.04,17.04,,,,
367,11/02/24 08:40:00 AM,10.70,17.06,,,,
368,11/02/24 08:55:00 AM,10.37,17.08,,,,
369,11/02/24 09:10:00 AM,10.44,17.08,,,,
370,11/02/24 09:25:00 AM,9.89,17.08,,,,
371,11/02/24 09:40:00 AM,9.99,17.08,,,,
372,11/02/24 09:55:00 AM,10.34,17.10,,,,
373,11/02/24 10:10:00 AM,10.35,17.08,,,,
374,11/02/24 10:25:00 AM,10.44,17.08,,,,
375,11/02/24 10:40:00 AM,10.21,17.10,,,,
376,11/02/24 10:55:00 AM,10.23,17.06,,,,
377,11/02/24 11:10:00 AM,10.15,17.04,,,,
378,11/02/24 11:25:00 AM,9.76,17.02,,,,
379,11/02/24 11:40:00 AM,9.58,17.02,,,,
380,11/02/24 11:55:00 AM,9.85,17.04,,,,
381,11/02/24 12:10:00 PM,10.34,17.04,,,,
382,11/02/24 12:25:00 PM,8.89,16.98,,,,
383,11/02/24 12:40:00 PM,7.82,16.94,,,,
384,11/02/24 12:55:00 PM,8.43,16.96,,,,
385,11/02/24 01:10:00 PM,9.53,17.02,,,,
386,11/02/24 01:25:00 PM,10.32,17.06,,,,
387,11/02/24 01:40:00 PM,10.06,17.12,,,,
388,11/02/24 01:55:00 PM,11.41,17.18,,,,
389,11/02/24 02:10:00 PM,11.86,17.24,,,,
390,11/02/24 02:25:00 PM,11.84,17.26,,,,
391,11/02/24 02:40:00 PM,11.87,17.30,,,,
392,11/02/24 02:55:00 PM,11.39,17.28,,,,
393,11/02/24 03:10:00 PM,10.65,17.20,,,,
394,11/02/24 03:25:00 PM,10.58,17.20,,,,
395,11/02/24 03:40:00 PM,10.46,17.14,,,,
396,11/02/24 03:55:00 PM,10.17,17.00,,,,
397,11/02/24 04:10:00 PM,10.26,16.96,,,,
398,11/02/24 04:25:00 PM,10.41,17.00,,,,
399,11/02/24 04:40:00 PM,10.85,17.04,,,,
400,11/02/24 04:55:00 PM,11.48,17.14,,,,
401,11/02/24 05:10:00 PM,11.86,17.24,,,,
402,11/02/24 05:25:00 PM,11.78,17.24,,,,
403,11/02/24 05:40:00 PM,12.57,17.70,,,,
404,11/02/24 05:55:00 PM,13.26,17.82,,,,
405,11/02/24 06:10:00 PM,12.29,17.62,,,,
406,11/02/24 06:25:00 PM,11.68,17.48,,,,
407,11/02/24 06:40:00 PM,11.11,17.40,,,,
408,11/02/24 06:55:00 PM,10.82,17.30,,,,
409,11/02/24 07:10:00 PM,10.42,17.26,,,,
410,11/02/24 07:25:00 PM,10.34,17.20,,,,
411,11/02/24 07:40:00 PM,11.43,17.22,,,,
412,11/02/24 07:55:00 PM,10.81,17.22,,,,
413,11/02/24 08:10:00 PM,11.28,17.34,,,,
414,11/02/24 08:25:00 PM,11.26,17.42,,,,
415,11/02/24 08:40:00 PM,11.32,17.44,,,,
416,11/02/24 08:55:00 PM,11.29,17.46,,,,
417,11/02/24 09:10:00 PM,10.92,17.44,,,,
418,11/02/24 09:25:00 PM,10.89,17.44,,,,
419,11/02/24 09:40:00 PM,11.00,17.42,,,,
420,11/02/24 09:55:00 PM,10.58,17.40,,,,
421,11/02/24 10:10:00 PM,10.37,17.38,,,,
422,11/02/24 10:25:00 PM,9.98,17.34,,,,
423,11/02/24 10:40:00 PM,10.03,17.32,,,,
424,11/02/24 10:55:00 PM,10.07,17.32,,,,
425,11/02/24 11:10:00 PM,9.89,17.30,,,,
426,11/02/24 11:25:00 PM,9.80,17.22,,,,
427,11/02/24 11:40:00 PM,10.71,17.18,,,,
428,11/02/24 11:55:00 PM,9.85,17.16,,,,
429,11/03/24 12:10:00 AM,10.86,17.24,,,,
430,11/03/24 12:25:00 AM,10.46,17.26,,,,
431,11/03/24 12:40:00 AM,10.23,17.28,,,,
432,11/03/24 12:55:00 AM,9.54,17.18,,,,
433,11/03/24 01:10:00 AM,10.61,17.10,,,,
434,11/03/24 01:25:00 AM,10.92,17.04,,,,
435,11/03/24 01:40:00 AM,10.67,16.96,,,,
436,11/03/24 01:55:00 AM,10.58,16.96,,,,
437,11/03/24 02:10:00 AM,9.48,16.80,,,,
438,11/03/24 02:25:00 AM,9.53,16.88,,,,
439,11/03/24 02:40:00 AM,9.24,16.94,,,,
440,11/03/24 02:55:00 AM,9.59,16.96,,,,
441,11/03/24 03:10:00 AM,9.44,16.98,,,,
442,11/03/24 03:25:00 AM,9.96,16.94,,,,
443,11/03/24 03:40:00 AM,9.87,16.78,,,,
444,11/03/24 03:55:00 AM,9.99,16.68,,,,
445,11/03/24 04:10:00 AM,9.92,16.70,,,,
446,11/03/24 04:25:00 AM,9.97,16.66,,,,
447,11/03/24 04:40:00 AM,9.74,16.70,,,,
448,11/03/24 04:55:00 AM,9.69,16.62,,,,
449,11/03/24 05:10:00 AM,9.78,16.54,,,,
450,11/03/24 05:25:00 AM,9.60,16.54,,,,
451,11/03/24 05:40:00 AM,9.76,16.58,,,,
452,11/03/24 05:55:00 AM,9.77,16.66,,,,
453,11/03/24 06:10:00 AM,9.55,16.62,,,,
454,11/03/24 06:25:00 AM,9.67,16.66,,,,
455,11/03/24 06:40:00 AM,9.56,16.56,,,,
456,11/03/24 06:55:00 AM,9.51,16.54,,,,
457,11/03/24 07:10:00 AM,9.69,16.62,,,,
458,11/03/24 07:25:00 AM,10.18,16.68,,,,
459,11/03/24 07:40:00 AM,10.24,16.70,,,,
460,11/03/24 07:55:00 AM,10.17,16.72,,,,
461,11/03/24 08:10:00 AM,10.41,16.74,,,,
462,11/03/24 08:25:00 AM,10.18,16.72,,,,
463,11/03/24 08:40:00 AM,10.46,16.76,,,,
464,11/03/24 08:55:00 AM,10.69,16.82,,,,
465,11/03/24 09:10:00 AM,10.91,16.80,,,,
466,11/03/24 09:25:00 AM,10.98,16.80,,,,
467,11/03/24 09:40:00 AM,11.08,16.80,,,,
468,11/03/24 09:55:00 AM,11.17,16.82,,,,
469,11/03/24 10:10:00 AM,11.33,16.86,,,,
