"Plot Title: DO_Logger_3"
"#","Date Time, GMT+12:00","DO conc, mg/L (LGR S/N: 20946061, SEN S/N: 20946061, LBL: mg/l)","Temp, °C (LGR S/N: 20946061, SEN S/N: 20946061, LBL: Deg C)","Coupler Attached (LGR S/N: 20946061)","Host Connected (LGR S/N: 20946061)","Stopped (LGR S/N: 20946061)","End Of File (LGR S/N: 20946061)"
162,09/13/24 04:15:00 PM,11.49,11.98,,,,
163,09/13/24 04:30:00 PM,11.43,11.98,,,,
164,09/13/24 04:45:00 PM,11.38,11.98,,,,
165,09/13/24 05:00:00 PM,11.30,11.98,,,,
166,09/13/24 05:15:00 PM,11.27,11.98,,,,
167,09/13/24 05:30:00 PM,11.25,11.96,,,,
168,09/13/24 05:45:00 PM,11.18,11.94,,,,
169,09/13/24 06:00:00 PM,11.08,11.94,,,,
170,09/13/24 06:15:00 PM,11.01,11.92,,,,
171,09/13/24 06:30:00 PM,10.94,11.90,,,,
172,09/13/24 06:45:00 PM,10.74,11.88,,,,
173,09/13/24 07:00:00 PM,10.46,11.86,,,,
174,09/13/24 07:15:00 PM,10.17,11.86,,,,
175,09/13/24 07:30:00 PM,9.95,11.86,,,,
176,09/13/24 07:45:00 PM,9.83,11.86,,,,
177,09/13/24 08:00:00 PM,9.78,11.84,,,,
178,09/13/24 08:15:00 PM,9.78,11.84,,,,
179,09/13/24 08:30:00 PM,10.01,11.82,,,,
180,09/13/24 08:45:00 PM,10.30,11.76,,,,
181,09/13/24 09:00:00 PM,10.38,11.78,,,,
182,09/13/24 09:15:00 PM,10.49,11.86,,,,
183,09/13/24 09:30:00 PM,10.77,11.88,,,,
184,09/13/24 09:45:00 PM,11.13,11.88,,,,
185,09/13/24 10:00:00 PM,11.57,11.86,,,,
186,09/13/24 10:15:00 PM,11.84,11.86,,,,
187,09/13/24 10:30:00 PM,11.89,11.86,,,,
188,09/13/24 10:45:00 PM,11.93,11.86,,,,
189,09/13/24 11:00:00 PM,11.91,11.86,,,,
190,09/13/24 11:15:00 PM,11.92,11.84,,,,
191,09/13/24 11:30:00 PM,11.89,11.82,,,,
192,09/13/24 11:45:00 PM,11.73,11.82,,,,
193,09/14/24 12:00:00 AM,11.62,11.80,,,,
194,09/14/24 12:15:00 AM,11.56,11.76,,,,
195,09/14/24 12:30:00 AM,11.56,11.74,,,,
196,09/14/24 12:45:00 AM,11.57,11.82,,,,
197,09/14/24 01:00:00 AM,11.55,11.84,,,,
198,09/14/24 01:15:00 AM,11.58,11.82,,,,
199,09/14/24 01:30:00 AM,11.50,11.82,,,,
200,09/14/24 01:45:00 AM,11.45,11.76,,,,
201,09/14/24 02:00:00 AM,11.39,11.74,,,,
202,09/14/24 02:15:00 AM,11.39,11.82,,,,
203,09/14/24 02:30:00 AM,11.38,11.84,,,,
204,09/14/24 02:45:00 AM,11.32,11.84,,,,
205,09/14/24 03:00:00 AM,11.27,11.80,,,,
206,09/14/24 03:15:00 AM,11.21,11.78,,,,
207,09/14/24 03:30:00 AM,11.19,11.76,,,,
208,09/14/24 03:45:00 AM,11.14,11.76,,,,
209,09/14/24 04:00:00 AM,11.11,11.76,,,,
210,09/14/24 04:15:00 AM,11.11,11.76,,,,
211,09/14/24 04:30:00 AM,11.08,11.76,,,,
212,09/14/24 04:45:00 AM,11.03,11.76,,,,
213,09/14/24 05:00:00 AM,10.96,11.78,,,,
214,09/14/24 05:15:00 AM,10.94,11.78,,,,
215,09/14/24 05:30:00 AM,10.96,11.76,,,,
216,09/14/24 05:45:00 AM,10.96,11.76,,,,
217,09/14/24 06:00:00 AM,10.88,11.76,,,,
218,09/14/24 06:15:00 AM,10.83,11.76,,,,
219,09/14/24 06:30:00 AM,10.88,11.76,,,,
220,09/14/24 06:45:00 AM,10.94,11.76,,,,
221,09/14/24 07:00:00 AM,10.90,11.78,,,,
222,09/14/24 07:15:00 AM,10.81,11.78,,,,
223,09/14/24 07:30:00 AM,10.75,11.78,,,,
224,09/14/24 07:45:00 AM,10.75,11.80,,,,
225,09/14/24 08:00:00 AM,10.73,11.84,,,,
226,09/14/24 08:15:00 AM,10.75,11.86,,,,
227,09/14/24 08:30:00 AM,10.81,11.88,,,,
228,09/14/24 08:45:00 AM,10.79,11.90,,,,
229,09/14/24 09:00:00 AM,10.80,11.92,,,,
230,09/14/24 09:15:00 AM,10.95,11.96,,,,
231,09/14/24 09:30:00 AM,11.19,11.98,,,,
232,09/14/24 09:45:00 AM,11.32,12.02,,,,
233,09/14/24 10:00:00 AM,11.31,12.04,,,,
234,09/14/24 10:15:00 AM,11.32,12.06,,,,
235,09/14/24 10:30:00 AM,11.31,12.08,,,,
236,09/14/24 10:45:00 AM,11.24,12.08,,,,
237,09/14/24 11:00:00 AM,11.20,12.08,,,,
238,09/14/24 11:15:00 AM,11.20,12.06,,,,
239,09/14/24 11:30:00 AM,11.27,12.04,,,,
240,09/14/24 11:45:00 AM,11.39,12.04,,,,
241,09/14/24 12:00:00 PM,11.42,12.04,,,,
242,09/14/24 12:15:00 PM,11.42,12.02,,,,
243,09/14/24 12:30:00 PM,11.39,12.02,,,,
244,09/14/24 12:45:00 PM,11.38,12.02,,,,
245,09/14/24 01:00:00 PM,11.28,12.06,,,,
246,09/14/24 01:15:00 PM,11.24,12.10,,,,
247,09/14/24 01:30:00 PM,11.23,12.14,,,,
248,09/14/24 01:45:00 PM,11.17,12.14,,,,
249,09/14/24 02:00:00 PM,11.30,12.12,,,,
250,09/14/24 02:15:00 PM,11.42,12.10,,,,
251,09/14/24 02:30:00 PM,11.50,12.08,,,,
252,09/14/24 02:45:00 PM,11.52,12.10,,,,
253,09/14/24 03:00:00 PM,11.49,12.10,,,,
254,09/14/24 03:15:00 PM,11.52,12.10,,,,
255,09/14/24 03:30:00 PM,11.49,12.10,,,,
256,09/14/24 03:45:00 PM,11.45,12.12,,,,
257,09/14/24 04:00:00 PM,11.38,12.16,,,,
258,09/14/24 04:15:00 PM,11.42,12.14,,,,
259,09/14/24 04:30:00 PM,11.54,12.10,,,,
260,09/14/24 04:45:00 PM,11.52,12.18,,,,
261,09/14/24 05:00:00 PM,11.46,12.20,,,,
262,09/14/24 05:15:00 PM,11.49,12.14,,,,
263,09/14/24 05:30:00 PM,11.54,12.08,,,,
264,09/14/24 05:45:00 PM,11.56,12.04,,,,
265,09/14/24 06:00:00 PM,11.58,12.02,,,,
266,09/14/24 06:15:00 PM,11.53,12.00,,,,
267,09/14/24 06:30:00 PM,11.42,11.98,,,,
268,09/14/24 06:45:00 PM,11.31,11.98,,,,
269,09/14/24 07:00:00 PM,11.19,11.98,,,,
270,09/14/24 07:15:00 PM,11.10,12.04,,,,
271,09/14/24 07:30:00 PM,11.02,12.08,,,,
272,09/14/24 07:45:00 PM,11.04,12.10,,,,
273,09/14/24 08:00:00 PM,11.06,12.10,,,,
274,09/14/24 08:15:00 PM,11.21,12.08,,,,
275,09/14/24 08:30:00 PM,11.20,12.08,,,,
276,09/14/24 08:45:00 PM,11.09,12.04,,,,
277,09/14/24 09:00:00 PM,10.93,12.00,,,,
278,09/14/24 09:15:00 PM,10.80,11.98,,,,
279,09/14/24 09:30:00 PM,10.73,11.98,,,,
280,09/14/24 09:45:00 PM,10.68,11.98,,,,
281,09/14/24 10:00:00 PM,10.66,11.98,,,,
282,09/14/24 10:15:00 PM,10.58,11.98,,,,
283,09/14/24 10:30:00 PM,10.54,11.98,,,,
284,09/14/24 10:45:00 PM,10.49,11.98,,,,
285,09/14/24 11:00:00 PM,10.45,11.98,,,,
286,09/14/24 11:15:00 PM,10.39,12.00,,,,
287,09/14/24 11:30:00 PM,10.34,12.00,,,,
288,09/14/24 11:45:00 PM,10.25,12.02,,,,
289,09/15/24 12:00:00 AM,10.19,12.04,,,,
290,09/15/24 12:15:00 AM,10.12,12.08,,,,
291,09/15/24 12:30:00 AM,10.05,12.10,,,,
292,09/15/24 12:45:00 AM,10.14,12.10,,,,
293,09/15/24 01:00:00 AM,10.23,12.10,,,,
294,09/15/24 01:15:00 AM,10.29,12.10,,,,
295,09/15/24 01:30:00 AM,10.25,12.10,,,,
296,09/15/24 01:45:00 AM,10.23,12.10,,,,
297,09/15/24 02:00:00 AM,10.16,12.10,,,,
298,09/15/24 02:15:00 AM,10.12,12.10,,,,
299,09/15/24 02:30:00 AM,10.01,12.16,,,,
300,09/15/24 02:45:00 AM,9.95,12.14,,,,
301,09/15/24 03:00:00 AM,9.91,12.12,,,,
302,09/15/24 03:15:00 AM,9.85,12.12,,,,
303,09/15/24 03:30:00 AM,9.80,12.12,,,,
304,09/15/24 03:45:00 AM,9.73,12.12,,,,
305,09/15/24 04:00:00 AM,9.72,12.12,,,,
306,09/15/24 04:15:00 AM,9.68,12.12,,,,
307,09/15/24 04:30:00 AM,9.62,12.12,,,,
308,09/15/24 04:45:00 AM,9.60,12.12,,,,
309,09/15/24 05:00:00 AM,9.56,12.10,,,,
310,09/15/24 05:15:00 AM,9.55,12.10,,,,
311,09/15/24 05:30:00 AM,9.51,12.08,,,,
312,09/15/24 05:45:00 AM,9.48,12.08,,,,
313,09/15/24 06:00:00 AM,9.43,12.08,,,,
314,09/15/24 06:15:00 AM,9.35,12.08,,,,
315,09/15/24 06:30:00 AM,9.27,12.08,,,,
316,09/15/24 06:45:00 AM,9.23,12.06,,,,
317,09/15/24 07:00:00 AM,9.17,12.06,,,,
318,09/15/24 07:15:00 AM,9.17,12.08,,,,
319,09/15/24 07:30:00 AM,9.16,12.10,,,,
320,09/15/24 07:45:00 AM,9.13,12.10,,,,
321,09/15/24 08:00:00 AM,9.11,12.12,,,,
322,09/15/24 08:15:00 AM,9.11,12.14,,,,
323,09/15/24 08:30:00 AM,9.10,12.16,,,,
324,09/15/24 08:45:00 AM,9.04,12.18,,,,
325,09/15/24 09:00:00 AM,8.97,12.18,,,,
326,09/15/24 09:15:00 AM,8.98,12.20,,,,
327,09/15/24 09:30:00 AM,9.09,12.22,,,,
328,09/15/24 09:45:00 AM,9.20,12.24,,,,
329,09/15/24 10:00:00 AM,9.35,12.28,,,,
330,09/15/24 10:15:00 AM,9.43,12.36,,,,
331,09/15/24 10:30:00 AM,9.54,12.42,,,,
332,09/15/24 10:45:00 AM,9.64,12.42,,,,
333,09/15/24 11:00:00 AM,9.77,12.40,,,,
334,09/15/24 11:15:00 AM,9.90,12.42,,,,
335,09/15/24 11:30:00 AM,9.97,12.44,,,,
336,09/15/24 11:45:00 AM,10.08,12.46,,,,
337,09/15/24 12:00:00 PM,10.22,12.46,,,,
338,09/15/24 12:15:00 PM,10.21,12.46,,,,
339,09/15/24 12:30:00 PM,10.12,12.62,,,,
340,09/15/24 12:45:00 PM,10.13,12.98,,,,
341,09/15/24 01:00:00 PM,10.47,13.04,,,,
342,09/15/24 01:15:00 PM,10.69,13.08,,,,
343,09/15/24 01:30:00 PM,10.86,13.14,,,,
344,09/15/24 01:45:00 PM,10.93,13.16,,,,
345,09/15/24 02:00:00 PM,11.05,13.14,,,,
346,09/15/24 02:15:00 PM,11.19,13.04,,,,
347,09/15/24 02:30:00 PM,11.46,12.92,,,,
348,09/15/24 02:45:00 PM,11.55,12.96,,,,
349,09/15/24 03:00:00 PM,11.49,12.98,,,,
350,09/15/24 03:15:00 PM,11.42,12.82,,,,
351,09/15/24 03:30:00 PM,11.40,12.68,,,,
352,09/15/24 03:45:00 PM,11.25,12.70,,,,
353,09/15/24 04:00:00 PM,11.09,13.00,,,,
354,09/15/24 04:15:00 PM,11.28,13.80,,,,
355,09/15/24 04:30:00 PM,11.45,14.06,,,,
356,09/15/24 04:45:00 PM,11.40,14.08,,,,
357,09/15/24 05:00:00 PM,11.28,14.08,,,,
358,09/15/24 05:15:00 PM,11.18,14.02,,,,
359,09/15/24 05:30:00 PM,11.17,13.94,,,,
360,09/15/24 05:45:00 PM,11.27,13.84,,,,
361,09/15/24 06:00:00 PM,11.39,13.78,,,,
362,09/15/24 06:15:00 PM,11.47,13.74,,,,
363,09/15/24 06:30:00 PM,11.48,13.68,,,,
364,09/15/24 06:45:00 PM,11.48,13.70,,,,
365,09/15/24 07:00:00 PM,11.39,13.76,,,,
366,09/15/24 07:15:00 PM,11.25,13.74,,,,
367,09/15/24 07:30:00 PM,11.10,13.72,,,,
368,09/15/24 07:45:00 PM,10.97,13.74,,,,
369,09/15/24 08:00:00 PM,10.94,13.72,,,,
370,09/15/24 08:15:00 PM,10.96,13.70,,,,
371,09/15/24 08:30:00 PM,10.96,13.70,,,,
372,09/15/24 08:45:00 PM,10.96,13.68,,,,
373,09/15/24 09:00:00 PM,10.98,13.66,,,,
374,09/15/24 09:15:00 PM,11.05,13.62,,,,
375,09/15/24 09:30:00 PM,11.05,13.58,,,,
376,09/15/24 09:45:00 PM,11.03,13.52,,,,
377,09/15/24 10:00:00 PM,10.99,13.46,,,,
378,09/15/24 10:15:00 PM,10.91,13.42,,,,
379,09/15/24 10:30:00 PM,10.71,13.22,,,,
380,09/15/24 10:45:00 PM,10.47,13.02,,,,
381,09/15/24 11:00:00 PM,10.32,12.78,,,,
382,09/15/24 11:15:00 PM,10.25,12.64,,,,
383,09/15/24 11:30:00 PM,10.27,12.58,,,,
384,09/15/24 11:45:00 PM,10.20,12.74,,,,
385,09/16/24 12:00:00 AM,10.14,12.98,,,,
386,09/16/24 12:15:00 AM,10.13,12.98,,,,
387,09/16/24 12:30:00 AM,10.16,13.02,,,,
388,09/16/24 12:45:00 AM,10.23,13.02,,,,
389,09/16/24 01:00:00 AM,10.32,13.02,,,,
390,09/16/24 01:15:00 AM,10.51,13.06,,,,
391,09/16/24 01:30:00 AM,10.68,13.08,,,,
392,09/16/24 01:45:00 AM,10.93,13.06,,,,
393,09/16/24 02:00:00 AM,11.10,13.04,,,,
394,09/16/24 02:15:00 AM,11.25,13.02,,,,
395,09/16/24 02:30:00 AM,11.32,13.02,,,,
396,09/16/24 02:45:00 AM,11.34,13.02,,,,
397,09/16/24 03:00:00 AM,11.34,12.98,,,,
398,09/16/24 03:15:00 AM,11.34,12.94,,,,
399,09/16/24 03:30:00 AM,11.36,12.92,,,,
400,09/16/24 03:45:00 AM,11.38,12.92,,,,
401,09/16/24 04:00:00 AM,11.40,12.90,,,,
402,09/16/24 04:15:00 AM,11.42,12.88,,,,
403,09/16/24 04:30:00 AM,11.42,12.84,,,,
404,09/16/24 04:45:00 AM,11.40,12.82,,,,
405,09/16/24 05:00:00 AM,11.33,12.80,,,,
406,09/16/24 05:15:00 AM,11.33,12.78,,,,
407,09/16/24 05:30:00 AM,11.33,12.76,,,,
408,09/16/24 05:45:00 AM,11.34,12.76,,,,
409,09/16/24 06:00:00 AM,11.32,12.78,,,,
410,09/16/24 06:15:00 AM,11.25,12.76,,,,
411,09/16/24 06:30:00 AM,11.19,12.58,,,,
412,09/16/24 06:45:00 AM,11.09,12.48,,,,
413,09/16/24 07:00:00 AM,10.95,12.48,,,,
414,09/16/24 07:15:00 AM,10.81,12.56,,,,
415,09/16/24 07:30:00 AM,10.67,12.60,,,,
416,09/16/24 07:45:00 AM,10.60,12.62,,,,
417,09/16/24 08:00:00 AM,10.64,12.62,,,,
418,09/16/24 08:15:00 AM,10.71,12.56,,,,
419,09/16/24 08:30:00 AM,10.83,12.46,,,,
420,09/16/24 08:45:00 AM,10.75,12.38,,,,
421,09/16/24 09:00:00 AM,10.50,12.32,,,,
422,09/16/24 09:15:00 AM,10.12,12.32,,,,
423,09/16/24 09:30:00 AM,9.87,12.38,,,,
424,09/16/24 09:45:00 AM,9.66,12.50,,,,
425,09/16/24 10:00:00 AM,9.54,12.58,,,,
426,09/16/24 10:15:00 AM,9.63,12.64,,,,
427,09/16/24 10:30:00 AM,9.86,12.72,,,,
428,09/16/24 10:45:00 AM,10.16,12.76,,,,
429,09/16/24 11:00:00 AM,10.47,12.76,,,,
430,09/16/24 11:15:00 AM,10.80,12.76,,,,
431,09/16/24 11:30:00 AM,11.03,12.76,,,,
432,09/16/24 11:45:00 AM,11.21,12.76,,,,
433,09/16/24 12:00:00 PM,11.52,12.78,,,,
434,09/16/24 12:15:00 PM,11.87,12.80,,,,
435,09/16/24 12:30:00 PM,12.14,12.80,,,,
436,09/16/24 12:45:00 PM,12.31,12.78,,,,
437,09/16/24 01:00:00 PM,12.45,12.76,,,,
438,09/16/24 01:15:00 PM,12.54,12.74,,,,
439,09/16/24 01:30:00 PM,12.59,12.72,,,,
440,09/16/24 01:45:00 PM,12.58,12.70,,,,
441,09/16/24 02:00:00 PM,12.51,12.68,,,,
442,09/16/24 02:15:00 PM,12.41,12.68,,,,
443,09/16/24 02:30:00 PM,12.32,12.66,,,,
444,09/16/24 02:45:00 PM,12.23,12.64,,,,
445,09/16/24 03:00:00 PM,12.06,12.60,,,,
446,09/16/24 03:15:00 PM,11.87,12.50,,,,
447,09/16/24 03:30:00 PM,11.49,12.40,,,,
448,09/16/24 03:45:00 PM,11.12,12.38,,,,
449,09/16/24 04:00:00 PM,10.99,12.36,,,,
450,09/16/24 04:15:00 PM,10.93,12.32,,,,
451,09/16/24 04:30:00 PM,10.76,12.34,,,,
452,09/16/24 04:45:00 PM,10.68,12.36,,,,
453,09/16/24 05:00:00 PM,10.80,12.36,,,,
454,09/16/24 05:15:00 PM,10.95,12.36,,,,
455,09/16/24 05:30:00 PM,11.13,12.38,,,,
456,09/16/24 05:45:00 PM,11.26,12.44,,,,
457,09/16/24 06:00:00 PM,11.42,12.50,,,,
458,09/16/24 06:15:00 PM,11.78,12.54,,,,
459,09/16/24 06:30:00 PM,12.12,12.56,,,,
460,09/16/24 06:45:00 PM,12.37,12.58,,,,
461,09/16/24 07:00:00 PM,12.63,12.56,,,,
462,09/16/24 07:15:00 PM,12.95,12.52,,,,
463,09/16/24 07:30:00 PM,13.12,12.50,,,,
464,09/16/24 07:45:00 PM,13.24,12.46,,,,
465,09/16/24 08:00:00 PM,13.32,12.44,,,,
466,09/16/24 08:15:00 PM,13.39,12.44,,,,
467,09/16/24 08:30:00 PM,13.46,12.44,,,,
468,09/16/24 08:45:00 PM,13.48,12.42,,,,
469,09/16/24 09:00:00 PM,13.48,12.42,,,,
