"Plot Title: DO_Logger_11"
"#","Date Time, GMT+12:00","DO conc, mg/L (LGR S/N: 21868807, SEN S/N: 21868807, LBL: mg/l)","Temp, °C (LGR S/N: 21868807, SEN S/N: 21868807, LBL: Deg C)","Coupler Attached (LGR S/N: 21868807)","Host Connected (LGR S/N: 21868807)","Stopped (LGR S/N: 21868807)","End Of File (LGR S/N: 21868807)"
148,09/13/24 12:45:00 PM,12.36,12.18,,,,
149,09/13/24 01:00:00 PM,12.31,12.18,,,,
150,09/13/24 01:15:00 PM,12.30,12.20,,,,
151,09/13/24 01:30:00 PM,12.13,12.18,,,,
152,09/13/24 01:45:00 PM,12.06,12.18,,,,
153,09/13/24 02:00:00 PM,12.06,12.18,,,,
154,09/13/24 02:15:00 PM,11.99,12.16,,,,
155,09/13/24 02:30:00 PM,11.91,12.16,,,,
156,09/13/24 02:45:00 PM,11.90,12.16,,,,
157,09/13/24 03:00:00 PM,11.74,12.14,,,,
158,09/13/24 03:15:00 PM,11.72,12.14,,,,
159,09/13/24 03:30:00 PM,11.74,12.12,,,,
160,09/13/24 03:45:00 PM,11.86,12.12,,,,
161,09/13/24 04:00:00 PM,11.89,12.12,,,,
162,09/13/24 04:15:00 PM,11.98,12.12,,,,
163,09/13/24 04:30:00 PM,12.03,12.12,,,,
164,09/13/24 04:45:00 PM,11.93,12.12,,,,
165,09/13/24 05:00:00 PM,11.77,12.12,,,,
166,09/13/24 05:15:00 PM,11.57,12.10,,,,
167,09/13/24 05:30:00 PM,11.44,12.10,,,,
168,09/13/24 05:45:00 PM,11.34,12.08,,,,
169,09/13/24 06:00:00 PM,11.23,12.06,,,,
170,09/13/24 06:15:00 PM,10.84,12.04,,,,
171,09/13/24 06:30:00 PM,10.69,12.02,,,,
172,09/13/24 06:45:00 PM,10.52,12.00,,,,
173,09/13/24 07:00:00 PM,10.41,11.98,,,,
174,09/13/24 07:15:00 PM,10.43,11.98,,,,
175,09/13/24 07:30:00 PM,10.41,11.96,,,,
176,09/13/24 07:45:00 PM,10.29,11.94,,,,
177,09/13/24 08:00:00 PM,10.25,11.94,,,,
178,09/13/24 08:15:00 PM,10.29,11.92,,,,
179,09/13/24 08:30:00 PM,10.86,11.88,,,,
180,09/13/24 08:45:00 PM,11.17,11.86,,,,
181,09/13/24 09:00:00 PM,11.30,11.86,,,,
182,09/13/24 09:15:00 PM,11.48,11.90,,,,
183,09/13/24 09:30:00 PM,11.72,11.94,,,,
184,09/13/24 09:45:00 PM,11.82,11.96,,,,
185,09/13/24 10:00:00 PM,11.79,11.96,,,,
186,09/13/24 10:15:00 PM,11.79,11.94,,,,
187,09/13/24 10:30:00 PM,11.91,11.94,,,,
188,09/13/24 10:45:00 PM,11.90,11.92,,,,
189,09/13/24 11:00:00 PM,11.83,11.90,,,,
190,09/13/24 11:15:00 PM,11.89,11.86,,,,
191,09/13/24 11:30:00 PM,12.04,11.84,,,,
192,09/13/24 11:45:00 PM,12.31,11.88,,,,
193,09/14/24 12:00:00 AM,12.09,11.90,,,,
194,09/14/24 12:15:00 AM,12.05,11.90,,,,
195,09/14/24 12:30:00 AM,11.92,11.90,,,,
196,09/14/24 12:45:00 AM,11.72,11.92,,,,
197,09/14/24 01:00:00 AM,11.70,11.94,,,,
198,09/14/24 01:15:00 AM,11.63,11.94,,,,
199,09/14/24 01:30:00 AM,11.56,11.94,,,,
200,09/14/24 01:45:00 AM,11.39,11.94,,,,
201,09/14/24 02:00:00 AM,11.40,11.94,,,,
202,09/14/24 02:15:00 AM,11.34,11.92,,,,
203,09/14/24 02:30:00 AM,11.35,11.92,,,,
204,09/14/24 02:45:00 AM,11.43,11.94,,,,
205,09/14/24 03:00:00 AM,11.31,11.96,,,,
206,09/14/24 03:15:00 AM,11.20,11.96,,,,
207,09/14/24 03:30:00 AM,11.44,11.96,,,,
208,09/14/24 03:45:00 AM,11.65,11.94,,,,
209,09/14/24 04:00:00 AM,11.74,11.92,,,,
210,09/14/24 04:15:00 AM,11.79,11.90,,,,
211,09/14/24 04:30:00 AM,11.79,11.90,,,,
212,09/14/24 04:45:00 AM,11.75,11.88,,,,
213,09/14/24 05:00:00 AM,11.61,11.88,,,,
214,09/14/24 05:15:00 AM,11.52,11.88,,,,
215,09/14/24 05:30:00 AM,11.46,11.88,,,,
216,09/14/24 05:45:00 AM,11.44,11.90,,,,
217,09/14/24 06:00:00 AM,11.36,11.90,,,,
218,09/14/24 06:15:00 AM,11.36,11.90,,,,
219,09/14/24 06:30:00 AM,11.39,11.90,,,,
220,09/14/24 06:45:00 AM,11.37,11.90,,,,
221,09/14/24 07:00:00 AM,11.45,11.90,,,,
222,09/14/24 07:15:00 AM,11.30,11.88,,,,
223,09/14/24 07:30:00 AM,11.17,11.90,,,,
224,09/14/24 07:45:00 AM,11.38,11.90,,,,
225,09/14/24 08:00:00 AM,11.34,11.92,,,,
226,09/14/24 08:15:00 AM,11.11,11.94,,,,
227,09/14/24 08:30:00 AM,11.30,11.98,,,,
228,09/14/24 08:45:00 AM,11.19,12.02,,,,
229,09/14/24 09:00:00 AM,11.22,12.06,,,,
230,09/14/24 09:15:00 AM,11.40,12.10,,,,
231,09/14/24 09:30:00 AM,11.54,12.12,,,,
232,09/14/24 09:45:00 AM,11.46,12.12,,,,
233,09/14/24 10:00:00 AM,11.34,12.14,,,,
234,09/14/24 10:15:00 AM,11.48,12.18,,,,
235,09/14/24 10:30:00 AM,11.96,12.20,,,,
236,09/14/24 10:45:00 AM,12.21,12.20,,,,
237,09/14/24 11:00:00 AM,12.38,12.20,,,,
238,09/14/24 11:15:00 AM,12.17,12.22,,,,
239,09/14/24 11:30:00 AM,12.85,12.20,,,,
240,09/14/24 11:45:00 AM,12.39,12.20,,,,
241,09/14/24 12:00:00 PM,12.83,12.20,,,,
242,09/14/24 12:15:00 PM,12.67,12.20,,,,
243,09/14/24 12:30:00 PM,12.54,12.20,,,,
244,09/14/24 12:45:00 PM,12.58,12.18,,,,
245,09/14/24 01:00:00 PM,12.73,12.18,,,,
246,09/14/24 01:15:00 PM,13.04,12.28,,,,
247,09/14/24 01:30:00 PM,13.45,12.38,,,,
248,09/14/24 01:45:00 PM,13.33,12.32,,,,
249,09/14/24 02:00:00 PM,13.27,12.28,,,,
250,09/14/24 02:15:00 PM,13.24,12.24,,,,
251,09/14/24 02:30:00 PM,13.00,12.24,,,,
252,09/14/24 02:45:00 PM,13.28,12.22,,,,
253,09/14/24 03:00:00 PM,13.38,12.24,,,,
254,09/14/24 03:15:00 PM,13.57,12.30,,,,
255,09/14/24 03:30:00 PM,13.65,12.30,,,,
256,09/14/24 03:45:00 PM,13.62,12.34,,,,
257,09/14/24 04:00:00 PM,13.93,12.52,,,,
258,09/14/24 04:15:00 PM,13.55,12.42,,,,
259,09/14/24 04:30:00 PM,13.70,12.46,,,,
260,09/14/24 04:45:00 PM,14.42,12.70,,,,
261,09/14/24 05:00:00 PM,14.03,12.74,,,,
262,09/14/24 05:15:00 PM,13.39,12.40,,,,
263,09/14/24 05:30:00 PM,13.30,12.26,,,,
264,09/14/24 05:45:00 PM,13.28,12.20,,,,
265,09/14/24 06:00:00 PM,13.13,12.18,,,,
266,09/14/24 06:15:00 PM,13.01,12.16,,,,
267,09/14/24 06:30:00 PM,12.82,12.14,,,,
268,09/14/24 06:45:00 PM,12.63,12.14,,,,
269,09/14/24 07:00:00 PM,12.56,12.14,,,,
270,09/14/24 07:15:00 PM,12.40,12.12,,,,
271,09/14/24 07:30:00 PM,12.34,12.12,,,,
272,09/14/24 07:45:00 PM,12.34,12.12,,,,
273,09/14/24 08:00:00 PM,12.24,12.12,,,,
274,09/14/24 08:15:00 PM,12.13,12.12,,,,
275,09/14/24 08:30:00 PM,12.12,12.12,,,,
276,09/14/24 08:45:00 PM,12.03,12.12,,,,
277,09/14/24 09:00:00 PM,11.89,12.12,,,,
278,09/14/24 09:15:00 PM,11.73,12.10,,,,
279,09/14/24 09:30:00 PM,11.82,12.10,,,,
280,09/14/24 09:45:00 PM,11.79,12.10,,,,
281,09/14/24 10:00:00 PM,11.54,12.10,,,,
282,09/14/24 10:15:00 PM,11.39,12.10,,,,
283,09/14/24 10:30:00 PM,11.42,12.10,,,,
284,09/14/24 10:45:00 PM,11.33,12.12,,,,
285,09/14/24 11:00:00 PM,11.28,12.12,,,,
286,09/14/24 11:15:00 PM,11.03,12.12,,,,
287,09/14/24 11:30:00 PM,10.85,12.12,,,,
288,09/14/24 11:45:00 PM,11.00,12.12,,,,
289,09/15/24 12:00:00 AM,11.20,12.10,,,,
290,09/15/24 12:15:00 AM,11.28,12.12,,,,
291,09/15/24 12:30:00 AM,11.33,12.14,,,,
292,09/15/24 12:45:00 AM,11.21,12.16,,,,
293,09/15/24 01:00:00 AM,11.04,12.18,,,,
294,09/15/24 01:15:00 AM,10.88,12.18,,,,
295,09/15/24 01:30:00 AM,10.90,12.20,,,,
296,09/15/24 01:45:00 AM,10.91,12.24,,,,
297,09/15/24 02:00:00 AM,10.93,12.24,,,,
298,09/15/24 02:15:00 AM,10.91,12.26,,,,
299,09/15/24 02:30:00 AM,10.90,12.26,,,,
300,09/15/24 02:45:00 AM,10.94,12.28,,,,
301,09/15/24 03:00:00 AM,10.87,12.26,,,,
302,09/15/24 03:15:00 AM,10.72,12.26,,,,
303,09/15/24 03:30:00 AM,10.57,12.26,,,,
304,09/15/24 03:45:00 AM,10.60,12.26,,,,
305,09/15/24 04:00:00 AM,10.65,12.26,,,,
306,09/15/24 04:15:00 AM,10.72,12.24,,,,
307,09/15/24 04:30:00 AM,10.72,12.26,,,,
308,09/15/24 04:45:00 AM,10.59,12.24,,,,
309,09/15/24 05:00:00 AM,10.65,12.24,,,,
310,09/15/24 05:15:00 AM,10.63,12.22,,,,
311,09/15/24 05:30:00 AM,10.43,12.22,,,,
312,09/15/24 05:45:00 AM,10.56,12.22,,,,
313,09/15/24 06:00:00 AM,10.49,12.20,,,,
314,09/15/24 06:15:00 AM,10.46,12.20,,,,
315,09/15/24 06:30:00 AM,10.58,12.20,,,,
316,09/15/24 06:45:00 AM,10.85,12.20,,,,
317,09/15/24 07:00:00 AM,10.70,12.20,,,,
318,09/15/24 07:15:00 AM,10.50,12.20,,,,
319,09/15/24 07:30:00 AM,10.27,12.22,,,,
320,09/15/24 07:45:00 AM,10.35,12.22,,,,
321,09/15/24 08:00:00 AM,10.35,12.24,,,,
322,09/15/24 08:15:00 AM,10.27,12.26,,,,
323,09/15/24 08:30:00 AM,10.24,12.28,,,,
324,09/15/24 08:45:00 AM,10.15,12.30,,,,
325,09/15/24 09:00:00 AM,9.92,12.32,,,,
326,09/15/24 09:15:00 AM,10.91,12.34,,,,
327,09/15/24 09:30:00 AM,10.93,12.36,,,,
328,09/15/24 09:45:00 AM,11.03,12.40,,,,
329,09/15/24 10:00:00 AM,11.26,12.44,,,,
330,09/15/24 10:15:00 AM,11.30,12.46,,,,
331,09/15/24 10:30:00 AM,11.31,12.48,,,,
332,09/15/24 10:45:00 AM,11.58,12.50,,,,
333,09/15/24 11:00:00 AM,11.54,12.48,,,,
334,09/15/24 11:15:00 AM,11.33,12.52,,,,
335,09/15/24 11:30:00 AM,11.84,12.56,,,,
336,09/15/24 11:45:00 AM,12.28,12.58,,,,
337,09/15/24 12:00:00 PM,12.61,12.60,,,,
338,09/15/24 12:15:00 PM,12.60,12.62,,,,
339,09/15/24 12:30:00 PM,13.01,12.74,,,,
340,09/15/24 12:45:00 PM,13.41,13.04,,,,
341,09/15/24 01:00:00 PM,13.05,13.24,,,,
342,09/15/24 01:15:00 PM,13.30,13.32,,,,
343,09/15/24 01:30:00 PM,13.18,13.36,,,,
344,09/15/24 01:45:00 PM,13.22,13.30,,,,
345,09/15/24 02:00:00 PM,14.74,13.26,,,,
346,09/15/24 02:15:00 PM,14.58,13.22,,,,
347,09/15/24 02:30:00 PM,14.42,13.20,,,,
348,09/15/24 02:45:00 PM,14.33,13.20,,,,
349,09/15/24 03:00:00 PM,14.49,13.18,,,,
350,09/15/24 03:15:00 PM,13.88,13.06,,,,
351,09/15/24 03:30:00 PM,13.82,12.98,,,,
352,09/15/24 03:45:00 PM,13.62,13.02,,,,
353,09/15/24 04:00:00 PM,14.49,13.24,,,,
354,09/15/24 04:15:00 PM,14.54,13.68,,,,
355,09/15/24 04:30:00 PM,14.19,13.98,,,,
356,09/15/24 04:45:00 PM,13.79,14.14,,,,
357,09/15/24 05:00:00 PM,14.53,14.14,,,,
358,09/15/24 05:15:00 PM,14.01,14.06,,,,
359,09/15/24 05:30:00 PM,14.18,14.02,,,,
360,09/15/24 05:45:00 PM,14.55,13.96,,,,
361,09/15/24 06:00:00 PM,14.54,13.92,,,,
362,09/15/24 06:15:00 PM,14.68,13.90,,,,
363,09/15/24 06:30:00 PM,14.32,13.90,,,,
364,09/15/24 06:45:00 PM,13.80,13.90,,,,
365,09/15/24 07:00:00 PM,13.41,13.90,,,,
366,09/15/24 07:15:00 PM,13.21,13.90,,,,
367,09/15/24 07:30:00 PM,13.54,13.86,,,,
368,09/15/24 07:45:00 PM,13.27,13.82,,,,
369,09/15/24 08:00:00 PM,13.49,13.76,,,,
370,09/15/24 08:15:00 PM,13.46,13.76,,,,
371,09/15/24 08:30:00 PM,13.35,13.76,,,,
372,09/15/24 08:45:00 PM,13.37,13.76,,,,
373,09/15/24 09:00:00 PM,13.49,13.70,,,,
374,09/15/24 09:15:00 PM,13.41,13.68,,,,
375,09/15/24 09:30:00 PM,13.27,13.64,,,,
376,09/15/24 09:45:00 PM,13.06,13.62,,,,
377,09/15/24 10:00:00 PM,12.79,13.62,,,,
378,09/15/24 10:15:00 PM,12.53,13.60,,,,
379,09/15/24 10:30:00 PM,12.44,13.54,,,,
380,09/15/24 10:45:00 PM,12.08,13.48,,,,
381,09/15/24 11:00:00 PM,12.54,13.10,,,,
382,09/15/24 11:15:00 PM,12.91,12.86,,,,
383,09/15/24 11:30:00 PM,12.87,12.84,,,,
384,09/15/24 11:45:00 PM,12.75,13.00,,,,
385,09/16/24 12:00:00 AM,12.50,13.02,,,,
386,09/16/24 12:15:00 AM,12.43,13.02,,,,
387,09/16/24 12:30:00 AM,12.67,13.06,,,,
388,09/16/24 12:45:00 AM,12.83,13.08,,,,
389,09/16/24 01:00:00 AM,12.89,13.08,,,,
390,09/16/24 01:15:00 AM,12.80,13.10,,,,
391,09/16/24 01:30:00 AM,13.08,13.12,,,,
392,09/16/24 01:45:00 AM,13.35,13.12,,,,
393,09/16/24 02:00:00 AM,13.41,13.04,,,,
394,09/16/24 02:15:00 AM,13.38,13.02,,,,
395,09/16/24 02:30:00 AM,13.28,13.00,,,,
396,09/16/24 02:45:00 AM,13.26,13.00,,,,
397,09/16/24 03:00:00 AM,13.26,13.00,,,,
398,09/16/24 03:15:00 AM,13.17,13.00,,,,
399,09/16/24 03:30:00 AM,12.88,13.02,,,,
400,09/16/24 03:45:00 AM,12.93,13.02,,,,
401,09/16/24 04:00:00 AM,12.69,13.04,,,,
402,09/16/24 04:15:00 AM,12.62,13.02,,,,
403,09/16/24 04:30:00 AM,12.41,13.02,,,,
404,09/16/24 04:45:00 AM,12.63,13.02,,,,
405,09/16/24 05:00:00 AM,12.27,13.00,,,,
406,09/16/24 05:15:00 AM,12.22,12.98,,,,
407,09/16/24 05:30:00 AM,11.80,12.96,,,,
408,09/16/24 05:45:00 AM,11.87,12.96,,,,
409,09/16/24 06:00:00 AM,11.88,12.94,,,,
410,09/16/24 06:15:00 AM,12.10,12.92,,,,
411,09/16/24 06:30:00 AM,12.28,12.78,,,,
412,09/16/24 06:45:00 AM,12.22,12.66,,,,
413,09/16/24 07:00:00 AM,12.14,12.60,,,,
414,09/16/24 07:15:00 AM,11.80,12.58,,,,
415,09/16/24 07:30:00 AM,11.57,12.62,,,,
416,09/16/24 07:45:00 AM,11.49,12.68,,,,
417,09/16/24 08:00:00 AM,11.47,12.72,,,,
418,09/16/24 08:15:00 AM,11.96,12.72,,,,
419,09/16/24 08:30:00 AM,12.25,12.66,,,,
420,09/16/24 08:45:00 AM,12.07,12.58,,,,
421,09/16/24 09:00:00 AM,11.71,12.52,,,,
422,09/16/24 09:15:00 AM,11.49,12.48,,,,
423,09/16/24 09:30:00 AM,11.35,12.48,,,,
424,09/16/24 09:45:00 AM,10.85,12.52,,,,
425,09/16/24 10:00:00 AM,10.48,12.62,,,,
426,09/16/24 10:15:00 AM,11.81,12.70,,,,
427,09/16/24 10:30:00 AM,11.69,12.80,,,,
428,09/16/24 10:45:00 AM,12.92,12.86,,,,
429,09/16/24 11:00:00 AM,12.67,12.90,,,,
430,09/16/24 11:15:00 AM,13.54,12.90,,,,
431,09/16/24 11:30:00 AM,13.80,12.90,,,,
432,09/16/24 11:45:00 AM,13.35,12.88,,,,
433,09/16/24 12:00:00 PM,13.58,12.92,,,,
434,09/16/24 12:15:00 PM,13.46,12.94,,,,
435,09/16/24 12:30:00 PM,13.55,12.96,,,,
436,09/16/24 12:45:00 PM,13.47,12.94,,,,
437,09/16/24 01:00:00 PM,13.56,12.90,,,,
438,09/16/24 01:15:00 PM,13.33,12.88,,,,
439,09/16/24 01:30:00 PM,13.75,12.88,,,,
440,09/16/24 01:45:00 PM,13.63,12.86,,,,
441,09/16/24 02:00:00 PM,13.46,12.84,,,,
442,09/16/24 02:15:00 PM,13.61,12.82,,,,
443,09/16/24 02:30:00 PM,13.37,12.82,,,,
444,09/16/24 02:45:00 PM,12.98,12.80,,,,
445,09/16/24 03:00:00 PM,12.83,12.76,,,,
446,09/16/24 03:15:00 PM,12.44,12.70,,,,
447,09/16/24 03:30:00 PM,12.01,12.62,,,,
448,09/16/24 03:45:00 PM,12.21,12.58,,,,
449,09/16/24 04:00:00 PM,12.06,12.56,,,,
450,09/16/24 04:15:00 PM,11.78,12.54,,,,
451,09/16/24 04:30:00 PM,11.58,12.52,,,,
452,09/16/24 04:45:00 PM,11.65,12.52,,,,
453,09/16/24 05:00:00 PM,11.57,12.52,,,,
454,09/16/24 05:15:00 PM,11.22,12.52,,,,
455,09/16/24 05:30:00 PM,11.31,12.54,,,,
456,09/16/24 05:45:00 PM,12.35,12.58,,,,
457,09/16/24 06:00:00 PM,12.53,12.58,,,,
458,09/16/24 06:15:00 PM,12.93,12.62,,,,
459,09/16/24 06:30:00 PM,13.44,12.64,,,,
460,09/16/24 06:45:00 PM,13.30,12.66,,,,
461,09/16/24 07:00:00 PM,13.45,12.64,,,,
462,09/16/24 07:15:00 PM,13.61,12.62,,,,
463,09/16/24 07:30:00 PM,13.58,12.62,,,,
464,09/16/24 07:45:00 PM,13.39,12.60,,,,
465,09/16/24 08:00:00 PM,13.50,12.56,,,,
466,09/16/24 08:15:00 PM,13.50,12.52,,,,
467,09/16/24 08:30:00 PM,13.75,12.50,,,,
468,09/16/24 08:45:00 PM,13.61,12.48,,,,
469,09/16/24 09:00:00 PM,13.62,12.52,,,,
